Date,Reservoir,System,Capacity_(MCM),Inflow_Last_24H(MCM),Inflow_Since_01/10_(MCM),CurrentStorage(MCM),CurrentStorage(%),Storage_y-1(MCM),Storage_y-1(%),MaxStorage_y-1(MCM),MaxStorage_y-1(date)
2025-12-29,Κούρης,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,115.0,0.257,10.813,9.154,7.96,91.138,79.3,94.238,15/2
2025-12-29,Καλαβασός,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,17.1,0.126,4.07,1.606,9.39,8.877,51.9,9.276,26/3
2025-12-29,Λεύκαρα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.85,0.083,3.427,1.983,14.32,12.879,93.0,13.026,2/2
2025-12-29,Διπόταμος,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,15.5,0.165,5.012,2.743,17.7,10.358,66.8,10.645,26/4
2025-12-29,Γερμασόγεια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.5,0.238,5.724,0.206,1.53,6.404,47.4,7.298,19/2
2025-12-29,Αρμίνου_,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,4.3,0.287,7.463,1.3,30.23,1.983,46.1,4.114,10/5
2025-12-29,Πολεμίδια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,3.4,0.032,0.947,0.844,24.82,1.895,55.7,2.039,26/3
2025-12-29,Άχνα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,6.8,0.0,0.0,0.12,1.76,4.252,62.5,4.591,18/2
2025-12-29,Ασπρόκρεμμος,ΠΑΦΟΣ,52.375,0.428,7.286,3.83,7.31,44.101,84.2,45.235,22/2
2025-12-29,Κανναβιού,ΠΑΦΟΣ,17.168,0.164,2.721,1.546,9.01,11.167,65.0,11.566,8/2
2025-12-29,Μαυροκόλυμπος,ΠΑΦΟΣ,2.18,0.004,0.276,0.61,27.98,1.183,54.3,1.323,13/4
2025-12-29,Ευρέτου,ΧΡΥΣΟΧΟΥ,24.0,0.095,2.257,2.461,10.25,17.697,73.7,18.427,19/2
2025-12-29,Αργάκα,ΧΡΥΣΟΧΟΥ,0.99,0.025,0.784,0.014,1.41,0.428,43.2,0.99,6/4-23/4
2025-12-29,Πωμός,ΧΡΥΣΟΧΟΥ,0.86,0.034,0.556,0.1,11.63,0.522,60.7,0.86,17/2-1/5
2025-12-29,Αγία_Μαρίνα,ΧΡΥΣΟΧΟΥ,0.298,0.003,0.069,0.087,29.19,0.118,39.6,0.248,9/6
2025-12-29,Βυζακιά,ΛΕΥΚΩΣΙΑ,1.69,0.027,0.379,0.0029999999999999,0.18,0.951,56.3,1.146,5/3
2025-12-29,Ξυλιάτος,ΛΕΥΚΩΣΙΑ,1.43,0.035,1.041,0.061,4.27,0.821,57.4,1.269,16/4
2025-12-29,Καλοπαναγιώτης,ΛΕΥΚΩΣΙΑ,0.363,0.0,0.106,0.221,60.88,0.363,100.0,0.363,1/1-25/6
2025-12-29,Ταμασός,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.8,0.0,1.695,0.438,15.64,1.539,55.0,2.453,2/4
2025-12-29,Κλήρου-Μαλούντα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.0,0.0,0.827,1.04,52.0,1.846,92.3,2.0,27/1-23/4
2025-12-29,Σολέα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,4.454,0.039,0.869,2.1194876886750458,47.59,4.046,90.8,4.454,5/2-2/4
