Date,Reservoir,System,Capacity_(MCM),Inflow_Last_24H(MCM),Inflow_Since_01/10_(MCM),CurrentStorage(MCM),CurrentStorage(%),Storage_y-1(MCM),Storage_y-1(%),MaxStorage_y-1(MCM),MaxStorage_y-1(date)
2025-01-31,Κούρης,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,115.0,0.257,10.813,25.071,21.8,91.138,79.3,94.238,15/2
2025-01-31,Καλαβασός,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,17.1,0.126,4.07,4.596,26.88,8.877,51.9,9.276,26/3
2025-01-31,Λεύκαρα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.85,0.083,3.427,5.091,36.76,12.879,93.0,13.026,2/2
2025-01-31,Διπόταμος,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,15.5,0.165,5.012,5.064,32.67,10.358,66.8,10.645,26/4
2025-01-31,Γερμασόγεια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,13.5,0.238,5.724,3.795,28.11,6.404,47.4,7.298,19/2
2025-01-31,Αρμίνου_,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,4.3,0.287,7.463,2.032,47.26,1.983,46.1,4.114,10/5
2025-01-31,Πολεμίδια,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,3.4,0.032,0.947,1.3350000000000002,39.26,1.895,55.7,2.039,26/3
2025-01-31,Άχνα,ΝΟΤΙΟΣ ΑΓΩΓΟΣ,6.8,0.0,0.0,1.912,28.12,4.252,62.5,4.591,18/2
2025-01-31,Ασπρόκρεμμος,ΠΑΦΟΣ,52.375,0.428,7.286,14.796,28.25,44.101,84.2,45.235,22/2
2025-01-31,Κανναβιού,ΠΑΦΟΣ,17.168,0.164,2.721,4.982,29.02,11.167,65.0,11.566,8/2
2025-01-31,Μαυροκόλυμπος,ΠΑΦΟΣ,2.18,0.004,0.276,0.0,0.0,1.183,54.3,1.323,13/4
2025-01-31,Ευρέτου,ΧΡΥΣΟΧΟΥ,24.0,0.095,2.257,5.956,24.82,17.697,73.7,18.427,19/2
2025-01-31,Αργάκα,ΧΡΥΣΟΧΟΥ,0.99,0.025,0.784,0.293,29.6,0.428,43.2,0.99,6/4-23/4
2025-01-31,Πωμός,ΧΡΥΣΟΧΟΥ,0.86,0.034,0.556,0.268,31.16,0.522,60.7,0.86,17/2-1/5
2025-01-31,Αγία_Μαρίνα,ΧΡΥΣΟΧΟΥ,0.298,0.003,0.069,0.128,42.95,0.118,39.6,0.248,9/6
2025-01-31,Βυζακιά,ΛΕΥΚΩΣΙΑ,1.69,0.027,0.379,0.047,2.78,0.951,56.3,1.146,5/3
2025-01-31,Ξυλιάτος,ΛΕΥΚΩΣΙΑ,1.43,0.035,1.041,0.294,20.56,0.821,57.4,1.269,16/4
2025-01-31,Καλοπαναγιώτης,ΛΕΥΚΩΣΙΑ,0.363,0.0,0.106,0.248,68.32,0.363,100.0,0.363,1/1-25/6
2025-01-31,Ταμασός,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.8,0.0,1.695,0.999,35.68,1.539,55.0,2.453,2/4
2025-01-31,Κλήρου-Μαλούντα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,2.0,0.0,0.827,1.406,70.3,1.846,92.3,2.0,27/1-23/4
2025-01-31,Σολέα,ΕΜΠΛΟΥΤΙΣΤΙΚΑ ΚΑΙ ΑΛΛΑ,4.454,0.039,0.869,2.7687944409120084,62.16,4.046,90.8,4.454,5/2-2/4
